Jobnum,Cable Num,System,Function,Cable  Type,Origin  Location,Origin  Station,Origin  Conn  Type,Origin  Instr,Dest.  Location,Dest.  Station,Dest.  Conn  Type,Dest.  Instr,Length,Routing
CLVC02,CLT00096,CLTS:B106:VACG,ANALOG OUTPUT,PREFAB,B106-0521-REAR--BLK1 ,,PREFAB,0AI,B106-0518-RIGHT-J4 ,,PREFAB,0AI,10,INSIDE RACK
CLVC02,CLT00097,CLTS:B136:VACG,RELAY OUT,PREFAB,B136-0407-REAR--BLK24 ,,PREFAB,0SO,B136-0340-LEFT-J5 ,,PREFAB,0SO,10,INSIDE RACK
CLVC02,CLT00098,CLTS:B106:VACG,RELAY OUT,PREFAB,B106-0521-REAR--BLK2 ,,PREFAB,0AI,B106-0518-RIGHT-J5 ,,PREFAB,0AI,10,INSIDE RACK
CLVC02,CLT00099,CLTS:B136:DIGI,TERM SERVER,CAT6,B136-0348-J6 Chan 6,,PREFAB,0SO,B136-0340-LEFT-Serial ,,PREFAB,0SO,10,INSIDE RACK
CLVC02,CLT00100,CLTS:B136:DIGI,TERM SERVER,CAT6,B136-0348-J7 Chan 7,,PREFAB,0SO,B136-0340-RIGHT-Serial ,,PREFAB,0SO,10,INSIDE RACK
CLVC02,CLT00101,CLTS:B136:VACP,ANALOG OUTPUT,PREFAB,B136-0312-BLK18 ,,PREFAB,0SO,B136-0322-LEFT-J104 ,,PREFAB,0SO,10,INSIDE RACK
CLVC01,CLT00102,CLTS:B136:INLK,TRUNK,18PR22TN,B136-0303-BLK5 1/25,,DB25S,SS,PS2-0107-BLK1 1/25,,DB25P,SS,367,"IC:TB136FP02,TB136FP06,SECTION-A-B136PULLBOX-122F,SECTION-C-122F,SECTION-E-122F,SECTION-F-PULLBOX-122F,SECTION-G-PS2PULLBOX-122F,PS2-0107"
CLVC02,CLT00103,CLTS:B136:VACP,ANALOG OUTPUT,PREFAB,B136-0322-RIGHT--J104 ,,PREFAB,0SO,B136-0312-BLK19 ,,PREFAB,0SO,10,INSIDE RACK
CLVC02,CLT00104,CLTS:B136:VACP,ANALOG OUTPUT,PREFAB,B136-0322-RIGHT--J104 ,,PREFAB,0SO,B136-0312-BLK21 ,,PREFAB,0SO,10,INSIDE RACK
CLVC02,CLT00105,CLTS:B106:VACP,ANALOG OUTPUT,PREFAB,B106-0534-LEFT--J104 ,,PREFAB,0AI,B106-0521-REAR-BLK3 ,,PREFAB,0AI,10,INSIDE RACK
CLVC02,CLT00106,CLTS:B136:DIGI,TERM SERVER,CAT6,B136-0348-J8 Chan 8,,PREFAB,0SO,B136-0322-LEFT-Serial ,,PREFAB,0SO,10,INSIDE RACK
CLVC02,CLT00108,CLTS:B136:DIGI,TERM SERVER,CAT6,B136-0322-RIGHT--Serial ,,PREFAB,0SO,B136-0348-J9 Chan 9,,PREFAB,0SO,,INSIDE RACK
CLVC02,CLT00110,CLTS:B106:DIGI,TERM SERVER,CAT6,B106-0548-J5 Chan 5,,PREFAB,0SO,B106-0534-LEFT-J112 ,,PREFAB,0SO,,INSIDE RACK
CLVC03,CLT00158,CLTS:B106-PLC,DIGITAL INPUT,PREFAB,B106-0543-Slot 2--J1 ,,PREFAB,0AI,B106-0524-REAR-BLK2 ,,PREFAB,0AI,10,INSIDE RACK
CLVC03,CLT00159,CLTS:B106-PLC,ANALOG INPUT,PREFAB,B106-0543-Slot 3--J1 ,,PREFAB,0AI,B106-0524-REAR-BLK3 ,,PREFAB,0AI,10,INSIDE RACK
CLVC03,CLT00160,CLTS:B106-PLC,DIGITAL OUTPUT,PREFAB,B106-0543-Slot 4--J1 ,,PREFAB,0AI,B106-0524-REAR-BLK4 ,,PREFAB,0AI,10,INSIDE RACK
CLBPM2,CLT00291,CRAT-CLTS-SP01,CRAT-CLTS-SP01 TIMING - LCLS1,FIBOPT06,B136-0521-MPS RTM ,,LCSM09,SS,B136-2540-FANOUT ,,LCSM09,SS,50,"IC:TB136FP02,TB136FP06,TB136FG04"
CLBPM2,CLT00292,CPU-CLTS-MG01,CPU-CLTS-MG01 TIMING - LCLS1,FIBOPT06,B136-3030-IPC-EVR ,,LCSM09,SS,B136-2540-FANOUT ,,LCSM09,SS,40,"IC:TB136FP06,TB136FG04"
CLBPM2,CLT00293,CRAT-BSYS-SP01,CRAT-BSYS-SP01 TIMING - LCLS1,FIBOPT06,B106-0131-MPS RTM ,,LCSM09,SS,B106-0242-FANOUT ,,LCSM09,SS,30,IC:TD106FCP01
CLBPM2,CLT00294,CRAT-LTUS-SP01,CRAT-LTUS-SP01 TIMING - LCLS1,FIBOPT06,B105-0131-MPS RTM ,,LCSM09,SS,B105-0242-FANOUT ,,LCSM09,SS,20,IC:TD105G01
CLBPM2,CLT00295,CRAT-LTUS-SP02,CRAT-LTUS-SP02 TIMING - LCLS1,FIBOPT06,B911-0245-MPS RTM ,,LCSM09,SS,B911-0615-FANOUT ,,LCSM09,SS,30,IC:TM911F02
CLBPM2,CLT00296,CRAT-LTUS-SP03,CRAT-LTUS-SP03 TIMING - LCLS1,FIBOPT06,B912-1426-MPS RTM ,,LCSM09,SS,B912-0244-FANOUT ,,LCSM09,SS,40,"IC:TB912G01,TK912F01,TM912F01"
CLBPM2,CLT00297,CRAT-LTUS-SP04,CRAT-LTUS-SP04 TIMING - LCLS1,FIBOPT06,B913-10233-MPS RTM ,,LCSM09,SS,B913-0241-FANOUT ,,LCSM09,SS,100,"IC:TM913F01,TK913F01,TM913F06"
CLBPM2,CLT00298,CRAT-UNDS-SP01,CRAT-UNDS-SP01 TIMING - LCLS1,FIBOPT06,B913-10333-MPS RTM ,,LCSM09,SS,B913-0241-FANOUT ,,LCSM09,SS,100,"IC:TM913F01,TK913F01,TM913F06"
CLBPM2,CLT00299,CRAT-UNDS-SP02,CRAT-UNDS-SP02 TIMING - LCLS1,FIBOPT06,B921-1433-MPS RTM ,,LCSM09,SS,B921-2342-FANOUT ,,LCSM09,SS,40,"IC:TM921FP04,TM921FP01"
CLBPM2,CLT00300,CRAT-UNDS-SP03,CRAT-UNDS-SP03 TIMING - LCLS1,FIBOPT06,B921-1433-MPS RTM ,,LCSM09,SS,B921-2342-FANOUT ,,LCSM09,SS,40,"IC:TM921FP04,TM921FP01"
CLBPM2,CLT00301,CRAT-UNDS-SP04,CRAT-UNDS-SP04 TIMING - LCLS1,FIBOPT06,B921-8233-MPS RTM ,,LCSM09,SS,B921-2342-FANOUT ,,LCSM09,SS,85,"IC:TM921FP04,TM921FP01,TM921FP01"
CLBPM2,CLT00302,CRAT-DMPS-SP01,CRAT-DMPS-SP01 TIMING - LCLS1,FIBOPT06,B921-8218-MPS RTM ,,LCSM09,SS,B921-2342-FANOUT ,,LCSM09,SS,85,"IC:TM921FP04,TM921FP01,TM921FP01"
CLBPM2,CLT00303,CPU-LTUH-MG01,CPU-LTUH-MG01 TIMING - LCLS1,FIBOPT06,B005-L0130-IPC-EVR ,,LCSM09,SS,B005-2941-FANOUT ,,LCSM09,SS,175,"IC:TC005F14,PW2,PW21,TH005F01,TH005F03,P1-C"
CLBPM2,CLT00304,CPU-LTUS-MG01,CPU-LTUS-MG01 TMIING - LCLS1,FIBOPT06,B005-L0128-IPC-EVR ,,LCSM09,SS,B005-2941-FANOUT ,,LCSM09,SS,175,"IC:TC005F14,PW2,PW21,TH005F01,TH005F03,P1-C"
CLBPM2,CLT00305,CRAT-BSYS-SP02,CRAT-BSYS-SP02 TIMING - LCLS1,FIBOPT06,B005-L0720-MPS RTM ,,LCSM09,SS,B005-2941-FANOUT ,,LCSM09,SS,160,"IC:TC005F14,PW2,PW21,TH005F01,TH005F03,P1-C"
CLBPM2,CLT00306,CRAT-BSYH-SP01,CRAT-BSYH-SP01 TIMING - LCLS1,FIBOPT06,B005-L0813-MPS RTM ,,LCSM09,SS,B005-2941-FANOUT ,,LCSM09,SS,160,"IC:TC005F14,PW2,PW21,TH005F01,TH005F03,P1-C"
CLPPS1,CLT00307,BRCUSDC,PPS:BSW: CLTS DC BEND PS,8PR18AS,KA29-0501-X ,,?,0SC,B136-30-X A-M,,TT12S,0SC,840,"ARMORED CABLE: K29AT2,K29AT1,KGT02,IW5,T41,T8,T1,TB136FG04 - SEE DRAWINGS ID-377-101-65 AND -66"
CLPPS1,CLT00308,BRCUS1,PPS:BSW: CLTS MERGE PS,8PR18AS,KA29-0501-X ,,?,0SC,B136-22-X A-M,,TT12S,0SC,836,"ARMORED CABLE: K29AT2,K29AT1,KGT02,IW5,T41,T8,T1,TA136FG03 - SEE DRAWINGS ID-377-101-65 AND -66"
CLPPS1,CLT00309,BYKIK,PPS:BSW: BYKIK PS,8PR18AS,B005-L2607-TB05 13-24,,LFR,0SC,B005-L01-X A-M,,TT12S,0SC,140,"ARMORED CABLE: PW1,PD2W,PD2E,PD4E,TC005F14"
CLPPS1,CLT00310,BYKIKS,PPS:BSW: BYKIKS PS,8PR18AS,B005-L2607-TB05 25-36,,LFR,0SC,B005-L01-X A-M,,TT12S,0SC,140,"ARMORED CABLE: PW1,PD2W,PD2E,PD4E,TC005F14"
CLPPS1,CLT00311,STCLTS,PPS:STOPPER - CLTSTD,8PR18AS,B005-L2607-TB05 1/12,,LFR,0SC,BSY-Device-X A-M,10301,TT12S,0SC,523,"ARMORED CABLE:PW1,SA-3,C7R,TK009FGP02,TH009FP01,TJ009FGP04"
CLPPS1,CLT00312,BTM-STCLTS,PPS:INST: BTM PNEUM: BSY STPR,8PR18AS,B005-L2501-TB03 49-60,,LFR,0SC,BSYSA3-Device-TS 1/12,,LSR#10,0SC,250,"ARMORED CABLE: PW1,SA-3"
CLPPS1,CLT00313,STBP34B,PPS:STOPPER: STBP34B,8PR18AS,B005-L2607-TB04 1/12,,LFR,0SC,BSY-Device-X A-M,10511,TT12S,0SC,425,"ARMORED CABLE: PW1,SA-5,C8T,TD009FGP01,TD009FGP02"
CLPPS1,CLT00314,STBP34C,PPS:STOPPER: STBP34C,8PR18AS,B005-L2607-TB04 13-24,,LFR,0SC,BSY-Device-X A-M,10517,TT12S,0SC,425,"ARMORED CABLE: PW1,SA-5,C8T,TD009FGP01,TD009FGP02"
CLPPS1,CLT00315,D2,PPS:STOPPER - D2,8PR18AS,B005-L2607-TB04 25-36,,LFR,0SC,BSY-Device-X A-M,10475,TT12S,0SC,475,"ARMORED CABLE: PW1,SA-4,C8S,TD009FGP01,"
CLPPS1,CLT00316,ST60,PPS:STOPPER: ST60,8PR18AS,B005-L2607-TB04 37-48,,LFR,0SC,BSY-Device-X A-M,10480,TT12S,0SC,475,"ARMORED CABLE: PW1,SA-4,C8S,TD009FGP01,"
CLPPS1,CLT00317,ST61,PPS:STOPPER: ST61,8PR18AS,B005-L2607-TB04 49-60,,LFR,0SC,BSY-Device-X A-M,10515,TT12S,0SC,425,"ARMORED CABLE: PW1,SA-5,C8T,TD009FGP01,TD009FGP02"
CLPPS1,CLT00318,DM60,PPS:STOPPER - DM60,8PR18AS,B005-L2607-TB04 61-72,,LFR,0SC,BSY-Device-X A-M,10482,TT12S,0SC,475,"ARMORED CABLE: PW1,SA-4,C8S,TD009FGP01,"
CLPPS1,CLT00319,BTM-DM60,PPS:INST: BTM PNEUM: BSY STPR,8PR18AS,B005-L2501-TB02 61-72,,LFR,0SC,BSYSA5-Device-TS 1/12,,LSR#10,0SC,120,"ARMORED CABLE: PW1,SA-5"
CLPPS1,CLT00320,BTM-ST34B,PPS:INST: BTM PNEUM: BSY STPR,8PR18AS,B005-L2501-TB03 1/12,,LFR,0SC,BSYSA5-Device-TS 1/12,,LSR#10,0SC,120,"ARMORED CABLE: PW1,SA-5"
CLPPS1,CLT00321,BTM-ST34C,PPS:INST: BTM PNEUM: BSY STPR,8PR18AS,B005-L2501-TB03 13-24,,LFR,0SC,BSYSA5-Device-TS 1/12,,LSR#10,0SC,120,"ARMORED CABLE: PW1,SA-5"
CLPPS1,CLT00322,BLXSPH,PPS:STOPPER: HXR SEPTUM PS,8PR18AS,KA29-0501-X ,,?,0SC,B136-1437-X A-M,,TT12S,0SC,834,"ARMORED CABLE: K29AT2,K29AT1,KGT02,IW5,T41,T8,T1,TA136FG03 - SEE DRAWINGS ID-377-101-65 AND -66"
CLPPS1,CLT00323,BXSPS,PPS:STOPPER: SXR SEPTUM PS,8PR18AS,KA29-0501-X ,,?,0SC,B136-1737-X A-M,,TT12S,0SC,828,"ARMORED CABLE: K29AT2,K29AT1,KGT02,IW5,T41,T8,T1,TA136FG03 - SEE DRAWINGS ID-377-101-65 AND -66"
CLPPS1,CLT00324,BKRCUS,PPS:BSW: CLTS KICK PS,8PR18AS,KA29-0501-X ,,?,0SC,B136-30-X A-M,,TT12S,0SC,820,"ARMORED CABLE: K29AT2,K29AT1,KGT02,IW5,T41,T8,T1,TB136FG04"
CLPPS1,CLT00325,BLRCUS,PPS:BSW: CLTS SEPTUM,8PR18AS,KA29-0501-X ,,?,0SC,B136-22-X A-M,,TT12S,0SC,836,"ARMORED CABLE: K29AT2,K29AT1,KGT02,IW5,T41,T8,T1,TA136FG03 - SEE DRAWINGS ID-377-101-65 AND -66"
CLPPS1,CLT00326,BKYSP1H,PPS:STOPPER: HXR KICK PS,8PR18AS,KA29-0501-X ,,?,0SC,L2KG28-5237-X A-M,,TT12S,0SC,420,"ARMORED CABLE: K29AT2,K29AT1,KGT02,TD28KGFP01,TB28KGFP14,TL28KGFP14"
CLPPS1,CLT00327,BKYSP1S,PPS:STOPPER: SXR KICK PS,8PR18AS,KA29-0501-X ,,?,0SC,L2KG29-5237-X A-M,,TT12S,0SC,130,"ARMORED CABLE: K29AT2,K29AT1,KGT02,TD29KGFP02,TC29KGF07,EF29KGI03,KGT04,TI29KGI01,TC29KGFP04"
CLNET1,CLT00614,CRAT-SP01 RTM,BKRCUS STANDBY/ABORT TRIGGER,RG58,B136-0521-2--X ,,BNC58,SS,B136-3022-J4 ,,BNC58,SS,50,"IC:TB136FP06,TB136FP02"
CLNET1,CLT00615,CRAT-SP01 RTM,BKRCUS ON/OFF STATUS,2PR,B136-0521-TB01 ,,BNC58,SS,B136-3022-TB2 ,,BNC58,SS,50,"IC:TB136FP06,TB136FP02"
CLNET1,CLT00616,CRAT-SP01 RTM,BKRCUS READBACK (WF),RG58,B136-0521-2--X ,,BNC58,SS,B136-3022-J7 ,,BNC58,SS,50,"IC:TB136FP06,TB136FP02"
CLNET1,CLT00617,PLC-CLTS-MG01,BKRCUS PLC,CAT6,B136-3032-1--enet ,,RJ45,0SO,B136-2910-X ,,RJ45,0SO,25,"IC:TB136FP06,TB136FG04"
CLNET1,CLT00618,TP-CLTS-MG01,BKRCUS TOUCH PANEL,CAT6,B136-3032-1--enet ,,RJ45,0SO,B136-2930-X ,,RJ45,0SO,25,"IC:TB136FP06,TB136FG04"
CLNET1,CLT00619,CPU-CLTS-MG05,IPC ETHERNET,CAT6,B136-3030-enet ,,RJ45,0SO,B136-2930-X ,,RJ45,0SO,25,"IC:TB136FP06,TB136FG04"
CLNET1,CLT00620,CPU-MG05-MGNT,IPC IPMI,CAT6,B136-3030-ipmi ,,RJ45,0SO,B136-2930-X ,,RJ45,0SO,25,"IC:TB136FP06,TB136FG04"
CLNET1,CLT00621,CPU-CLTS-MG05,IPC SERIAL,CAT6,B136-3030-com ,,RJ45,1,B136-BDF125-6 ,,RJ45,1,60,IC:TB136FP06
CLNET1,CLT00622,MG11 BRCSDC1-2,ETHERNET,CAT6,B136-3028-EPSC--J5 ,,RJ45,0SO,B136-2930-X ,,RJ45,0SO,25,"IC:TB136FP06,TB136FG04"
CLNET1,CLT00623,CPU-BSY0-MG03,ETHERNET,CAT6,B136-2006-EMCOR--J5 ,,RJ45,0SO,B136-1933-S1/J1 ,,RJ45,0SO,10,INSIDE RACK
CLNET1,CLT00624,CPU-BSY0-MG03,SERIAL,CAT6,B136-2006-EMCOR--J7 ,,RJ45,0SO,B136-1936-1 ,,RJ45,0SO,10,INSIDE RACK
CLNET1,CLT00625,CPU-BSY0-MG04,ETHERNET,CAT6,B136-2014-EMCOR--J5 ,,RJ45,0SO,B136-1933-S1/J2 ,,RJ45,0SO,10,INSIDE RACK
CLNET1,CLT00626,CPU-BSY0-MG04,SERIAL,CAT6,B136-2014-EMCOR--J7 ,,RJ45,0SO,B136-1926-2 ,,RJ45,0SO,10,INSIDE RACK
CLNET1,CLT00627,CPU-BSY0-MG05,ETHERNET,CAT6,B136-2022-EMCOR--J5 ,,RJ45,0SO,B136-1933-S1/J3 ,,RJ45,0SO,10,INSIDE RACK
CLNET1,CLT00628,CPU-BSY0-MG05,SERIAL,CAT6,B136-2022-EMCOR--J7 ,,RJ45,0SO,B136-1936-3 ,,RJ45,0SO,10,INSIDE RACK
CLNET1,CLT00629,CPU-BSY0-MG06,ETHERNET,CAT6,B136-2030-EMCOR--J5 ,,RJ45,0SO,B136-1933-S1/J4 ,,RJ45,0SO,10,INSIDE RACK
CLNET1,CLT00630,CPU-BSY0-MG06,SERIAL,CAT6,B136-2030-EMCOR--J7 ,,RJ45,0SO,B136-1936-4 ,,RJ45,0SO,10,INSIDE RACK
CLNET1,CLT00631,PSC-MG01 QCUS1,ETHERNET,CAT6,B136-2129-EPSC--J5 ,,RJ45,0SO,B136-2134-S1/J1 ,,RJ45,0SO,8,INSIDE RACK
CLNET1,CLT00632,PSC-MG02 QCUS2,ETHERNET,CAT6,B136-2130-EPSC--J5 ,,RJ45,0SO,B136-2134-S1/J2 ,,RJ45,0SO,8,INSIDE RACK
CLNET1,CLT00633,P-MG03 QCUS3&8,ETHERNET,CAT6,B136-2131-EPSC--J5 ,,RJ45,0SO,B136-2134-S1/J3 ,,RJ45,0SO,8,INSIDE RACK
CLNET1,CLT00634,P-MG04 QCUS4&7,ETHERNET,CAT6,B136-2132-EPSC--J5 ,,RJ45,0SO,B136-2134-S1/J4 ,,RJ45,0SO,8,INSIDE RACK
CLNET1,CLT00635,P-MG05 QCUS5&6,ETHERNET,CAT6,B136-2133-EPSC--J5 ,,RJ45,0SO,B136-2134-S1/J5 ,,RJ45,0SO,8,INSIDE RACK
CLNET1,CLT00636,PS-MG06 QCUS9,ETHERNET,CAT6,B136-2229-EPSC--J5 ,,RJ45,0SO,B136-2134-S1/J6 ,,RJ45,0SO,25,"IC:TA136FG03,B136-2135 FEEDTHRU"
CLNET1,CLT00637,PS-MG07 QCUS10,ETHERNET,CAT6,B136-2230-EPSC--J5 ,,RJ45,0SO,B136-2134-S2/J1 ,,RJ45,0SO,25,"IC:TA136FG03,B136-2135 FEEDTHRU"
CLNET1,CLT00638,PS-MG08 BLRCUS,ETHERNET,CAT6,B136-2231-EPSC--J5 ,,RJ45,0SO,B136-2134-S2/J2 ,,RJ45,0SO,25,"IC:TA136FG03,B136-2135 FEEDTHRU"
CLNET1,CLT00639,PS-MG09 BRCUS1,ETHERNET,CAT6,B136-2232-EPSC--J5 ,,RJ45,0SO,B136-2134-S2/J3 ,,RJ45,0SO,25,"IC:TA136FG03,B136-2135 FEEDTHRU"
CLNET1,CLT00640,MG10 BYCUS1-2,ETHERNET,CAT6,B136-2233-EPSC--J5 ,,RJ45,0SO,B136-2134-S2/J4 ,,RJ45,0SO,25,"IC:TA136FG03,B136-2135 FEEDTHRU"
CLNET1,CLT00641,BSYH-SP01 RTM,BYKIK1H-2 STANDBY/ABORT TRIGGER,RG58,B005-L0720-2--X ,,BNC58,SS,B005-L0122-J4 ,,BNC58,SS,35,IC:TC005F14
CLNET1,CLT00642,BSYH-SP01 RTM,BYKIK1H-2 ON/OFF STATUS,2PR,B005-L0720-TB01 ,,BNC58,SS,B005-L0122-TB2 ,,BNC58,SS,35,IC:TC005F14
CLNET1,CLT00643,BSYH-SP01 RTM,BYKIK1H-2 READBACK (WF),RG58,B005-L0720-2--X ,,BNC58,SS,B005-L0122-J7 ,,BNC58,SS,35,IC:TC005F14
CLNET1,CLT00644,CRAT-BSYS-SP02,BYKIK1S-2 STANDBY/ABORT TRIGGER,RG58,B005-L0820-2--X ,,BNC58,SS,B005-L0117-J4 ,,BNC58,SS,40,IC:TC005F14
CLNET1,CLT00645,CRAT-BSYS-SP02,BYKIK1S-2 ON/OFF STATUS,2PR,B005-L0820-TB01 ,,BNC58,SS,B005-L0117-TB2 ,,BNC58,SS,40,IC:TC005F14
CLNET1,CLT00646,CRAT-BSYS-SP02,BYKIK1S-2 READBACK (WF),RG58,B005-L0820-2--X ,,BNC58,SS,B005-L0117-J7 ,,BNC58,SS,40,IC:TC005F14
CLNET1,CLT00647,PLC-LTUH-MG01,BKKIK PLC,CAT6,B005-L0132-1--enet ,,RJ45,1,B005-L0834-J9 ,,RJ45,1,40,IC:TC005F14
CLNET1,CLT00648,TP-LTUH-MG01,BYKIK TOUCH PANEL,CAT6,B005-L0132-1--enet ,,RJ45,1,B005-L0834-J10 ,,RJ45,1,40,IC:TC005F14
CLNET1,CLT00649,LGPS-BSY0-3,MCOR BULK SERIAL,CAT6,B136-2001-serial ,,RJ45,0SO,B136-1936-J5 ,,RJ45,0SO,10,INSIDE RACK
CLNET1,CLT00650,TS-B136-NW04,TERMINAL SERVER,CAT6,B136-1936-enet ,,RJ45,0SO,B136-2134-S2/J5 ,,RJ45,0SO,30,IC:TA136FG03
CLVC02,CLT00651,CLTS:B136:VACG,ANALOG OUTPUT,PREFAB,B136-0340-LEFT--J4 ,,PREFAB,0SO,B136-0407-REAR-BLK23 ,,PREFAB,0SO,,INSIDE RACK
CLMPS1,CLT00652,BKRCUS PIC SIG,BKRCUS PIC SIGNAL,RG58PLEN,B005-2845-ST2--CH7 ,,BNC58,SS,BSY-XX-X ,10094,BNC58,SS,700,"IC:TH005F03,TH005F01,PW21,PW2,IW2,SA1,IS1,C3C,TC009FGP01"
CLMPS1,CLT00653,BKRCUS PIC HV,BKRCUS PIC HV,RG58R,B005-3921-J15 ,,SHV58,SS,BSY-XX-X ,10094,SHV58,SS,675,"IC:PW21,PW2,IW2,SA1,IS1,C3C,TC009FGP01"
CLMPS1,CLT00654,CLTS:BSY:RTDS,RTDS TRUNK,18PR22TN,B136-0429-BLK3 1/37,,DB37P,SS,BSY-TRAY-PNL1-BLK4 1/37,10063,DB37S,SS,140,"IC:TB136FP02,TB136FP06,T1,IG136P01F02,WCN3"
CLMPS1,CLT00655,CLTS:BSY:RTDS,RTDS PIGTAIL,4PR22ITN,BSY-TRAY-PNL1--BLK4 2/7,10063,22FERLS,1,BSY-TRAY-MCLTS1-J1/J2 ,10300,MTP-U-F,SS,340,"IC:TB30TFGP07,TC009FGP01,TC009FGP02,TD009FGP11,TJ009FGP01,TA009FG07,TA009FG09,TJ009FGP03"
CLMPS1,CLT00656,CLTS:BSY:RTDS,RTDS TRUNK,18PR22TN,B005-L0730-BLK7 1/37,,DB37P,SS,BSY-TRAY-PNL3-BLK8 1/37,10715,DB37S,SS,500,"IC:THBTNWFP01,TC009FG43,C11T,TC009FG45,TC005FG05,PW2"
CLMPS1,CLT00657,CLTS:BSY:RTDS,RTDS PIGTAIL,4PR22ITN,LTU-TRAY-PNL1--BLK5 2/7,10715,22FERLS,1,BSY-TRAY-MBSY5-J1/J2 ,10509,MTP-U-F,SS,215,"IC:THBTNWFP01,TC009FG43,TH009F01,C8T,TC009FGP11"
CLBCS1,CLT00658,STCLTS,STCLTS FLOW SWITCH CHAIN A&B,2PR20XS,B005-21011-X ,,20FERLS,1,BSY-XX-X ,3139,RLUG20,1,450,"IC:KT10AT1,KGT01,IF005I01,IF005I03,PW21,PW2,SA-3,IL-3,C7R,TJ009FGP05,TH009FP01,TJ009FGP04,TD009FGP49"
CLBCS1,CLT00659,PBLM,PBLM:CLTS:236:1,TYPE-C,B136-0833-1--HV BIAS ,,LEMO,SS,CLTS-XX-HV BIAS ,10094,LEMO,SS,190,"HV:TB136FP02,TB136FP06,ID136P04P09,TB009FP04,TD009GP02,MW"
CLBCS1,CLT00660,PBLM,PBLM:CLTS:564:1,TYPE-C,B136-0833-3--HV BIAS ,,LEMO,SS,CLTS-XX-HV BIAS ,10302,LEMO,SS,350,"HV:TB136FP02,TB136FP06,ID136P04P09,TB009FP04,TD009GP02,TJ009FGP01,TC009FGP03,TC009FGP04,TC009FGP05,TJ009FGP03,IE009P03,TD009FGP49,IE009P06"
CLBCS1,CLT00661,PBLM,PBLM:BSYS:771:1,TYPE-C,B106-0630-1--HV BIAS ,,LEMO,0AI,BSYS-XX-HV BIAS ,10433,LEMO,0AI,176,"HV:TD106FCP01,PI106P17I03,TD009FP47,C8T,TD009FG48,TC009FPG11"
CLBCS1,CLT00662,PBLM,PBLM:BSYS:884:1,TYPE-C,B106-0630-3--HV BIAS ,,LEMO,0AI,BSYS-XX-HV BIAS ,10505,LEMO,0AI,176,"HV:TD106FCP01,PI106P17I03,TD009FP47,C8T,TD009FG48,TC009FPG11"
CLBCS1,CLT00663,PBLM,PBLM:BSYS:894:1,TYPE-C,B106-0630-5--HV BIAS ,,LEMO,0AI,BSYS-XX-HV BIAS ,10512,LEMO,0AI,268,"HV:TD106FCP01,PI106P17I03,TD009FP47,C8T,TD009FG48,TC009FPG11"
CLBCS1,CLT00664,PBLM,PBLM:CLTS:236:1,LMR100FR,B136-0833-1--DET IN ,,SMA,SS,CLTS-XX-OUT ,10094,SMA,SS,190,"IC:TB136FP02,TB136FP06,IG136P04F02,TB009FP04,TD009FGP11,MW"
CLBCS1,CLT00665,PBLM,PBLM:CLTS:564:1,LMR100FR,B136-0833-3--DET IN ,,SMA,SS,CLTS-XX-OUT ,10302,SMA,SS,350,"IC:TB136FP02,TB136FP06,IG136P04F02,TB009FP04,TD009FGP11,TJ009FGP01,TC009FGP03,TC009FGP04,TC009FGP05,TJ009FGP03,IK009F02,TD009FGP49"
CLBCS1,CLT00666,PBLM,PBLM:BSYS:771:1,LMR100FR,B106-0630-1--DET IN ,,SMA,SS,BSYS-XX-OUT ,10433,SMA,SS,176,"IC:TD106FCP01,PI106P17I03,TD009FP47,C8T,TD009FG48,TC009FPG11"
CLBCS1,CLT00667,PBLM,PBLM:BSYS:884:1,LMR100FR,B106-0630-3--DET IN ,,SMA,SS,BSYS-XX-OUT ,10505,SMA,SS,176,"IC:TD106FCP01,PI106P17I03,TD009FP47,C8T,TD009FG48,TC009FPG11"
CLBCS1,CLT00668,PBLM,PBLM:BSYS:894:1,LMR100FR,B106-0630-5--DET IN ,,SMA,SS,BSYS-XX-OUT ,10512,SMA,SS,176,"IC:TD106FCP01,PI106P17I03,TD009FP47,C8T,TD009FG48,TC009FPG11"
CLVC01,CLT00669,VGPR:LCLS:1,VACUUM PIRANI GAUGE,4PR22ITN,B136-0140-LEFT-C--C-J1 ,,DB9P,0,CLTS-VGPR-TRAY-J1 FEEDTHRU,10003,DB9S,0,130,"IC:TB136FP02,TB136FP06,T1,IE136P01F06,WCN3,IPN1"
CLVC01,CLT00670,VGCC:LCLS:1,VACUUM CC GAUGE HV,TYPE-C,B136-0140-LEFT-A--J1 ,,SHV-C,SS,CLTS-VGCC-TRAY-J1 FEEDTHRU,10003,SHV-C,SS,130,"HV:TB136FP02,TB136FP06,T1,ID136P01P05,WCN3,IPN1"
CLVC01,CLT00671,VGCC:LCLS:1,VACUUM CC GAUGE SIG,RG58TLN,B136-0140-LEFT-A--J2 ,,BNC-58,SS,CLTS-VGCC-TRAY-J2 FEEDTHRU,10003,BNC-58,SS,130,"IC:TB136FP02,TB136FP06,T1,IE136P01F06,WCN3,IPN1"
CLVC01,CLT00672,VGCC:LCLS:1,VACUUM CC GAUGE HV,TYPE-C,B136-0140-LEFT-B--J1 ,,SHV-C,SS,CLTS-VGCC-TRAY-J1 FEEDTHRU,9980,SHV-C,SS,150,"HV:TB136FP02,TB136FP06,T1,ID136P01P05,WCN3,IPN1"
